ga_avgSessionDuration,ga_avgTimeOnPage,ga_bounceRate,ga_browser,ga_date,ga_deviceCategory,ga_exitRate,ga_newUsers,ga_operatingSystem,ga_pageviews,ga_pageviewsPerSession,ga_sessions,ga_sessionsPerUser,ga_users,isDataGolden,view_id
0.0,0.0,100.0,Chrome,2023-01-04,desktop,100.0,1,Chrome OS,1,1.0,1,1.0,1,True,219096830
0.0,0.0,100.0,Chrome,2023-01-04,desktop,100.0,1,Macintosh,1,1.0,1,1.0,1,True,219096830
0.0,0.0,100.0,Safari,2023-01-04,desktop,100.0,1,Macintosh,1,1.0,1,1.0,1,True,219096830
157.41176470588235,102.8846153846154,52.94117647058824,Chrome,2023-01-04,desktop,39.53488372093023,11,Windows,43,2.5294117647058822,17,1.2142857142857142,14,True,219096830
0.0,0.0,100.0,Firefox,2023-01-04,desktop,100.0,1,Windows,1,1.0,1,1.0,1,True,219096830
23.0,19.785714285714285,41.66666666666667,Chrome,2023-01-04,mobile,46.15384615384615,9,Android,26,2.1666666666666665,12,1.0909090909090908,11,True,219096830
415.3333333333333,95.84615384615384,0.0,Samsung Internet,2023-01-04,mobile,18.75,1,Android,16,5.333333333333333,3,3.0,1,True,219096830
0.0,0.0,100.0,Chrome,2023-01-04,mobile,100.0,1,iOS,1,1.0,1,1.0,1,True,219096830
67.45,58.60869565217392,45.0,Safari,2023-01-04,mobile,46.51162790697674,15,iOS,43,2.15,20,1.1111111111111112,18,True,219096830
0.0,0.0,100.0,Chrome,2023-01-04,tablet,100.0,1,Android,1,1.0,1,1.0,1,True,219096830
504.5,336.3333333333333,0.0,Chrome,2023-01-05,desktop,40.0,2,Macintosh,5,2.5,2,1.0,2,True,219096830
130.625,139.46666666666667,68.75,Chrome,2023-01-05,desktop,51.61290322580645,9,Windows,31,1.9375,16,1.2307692307692308,13,True,219096830
5.5,11.0,50.0,Edge,2023-01-05,desktop,66.66666666666666,2,Windows,3,1.5,2,1.0,2,True,219096830
0.0,0.0,100.0,Firefox,2023-01-05,desktop,100.0,1,Windows,1,1.0,1,1.0,1,True,219096830
78.71428571428571,73.53333333333333,64.28571428571429,Chrome,2023-01-05,mobile,48.27586206896552,12,Android,29,2.071428571428572,14,1.0769230769230769,13,True,219096830
78.0,47.0,0.0,Samsung Internet,2023-01-05,mobile,37.5,2,Android,8,2.6666666666666665,3,1.0,3,True,219096830
9.0,14.0,66.66666666666666,Chrome,2023-01-05,mobile,60.0,2,iOS,5,1.6666666666666667,3,1.0,3,True,219096830
43.36363636363637,52.94444444444444,59.09090909090909,Safari,2023-01-05,mobile,55.00000000000001,15,iOS,40,1.818181818181818,22,1.1,20,True,219096830
9.0,9.0,0.0,Chrome,2023-01-05,tablet,50.0,1,iOS,2,2.0,1,1.0,1,True,219096830
0.0,0.0,100.0,Chrome,2023-01-06,desktop,100.0,0,Macintosh,1,1.0,1,1.0,1,True,219096830
292.0,250.14285714285717,50.0,Chrome,2023-01-06,desktop,46.15384615384615,4,Windows,13,2.1666666666666665,6,1.2,5,True,219096830
20.0,19.666666666666668,66.66666666666666,Edge,2023-01-06,desktop,50.0,3,Windows,6,2.0,3,1.0,3,True,219096830
0.0,0.0,100.0,Internet Explorer,2023-01-06,desktop,100.0,1,Windows,1,1.0,1,1.0,1,True,219096830
139.75,62.16666666666666,37.5,Chrome,2023-01-06,mobile,30.76923076923077,7,Android,26,3.25,8,1.0,8,True,219096830
0.0,0.0,100.0,Samsung Internet,2023-01-06,mobile,100.0,1,Android,1,1.0,1,1.0,1,True,219096830
0.0,0.0,100.0,Chrome,2023-01-06,mobile,100.0,1,iOS,1,1.0,1,1.0,1,True,219096830
18.142857142857142,17.227272727272727,57.14285714285714,Safari,2023-01-06,mobile,48.837209302325576,10,iOS,43,2.0476190476190474,21,1.6153846153846154,13,True,219096830
0.0,0.0,100.0,Chrome,2023-01-07,desktop,100.0,1,Chrome OS,1,1.0,1,1.0,1,True,219096830
0.0,0.0,100.0,Chrome,2023-01-07,desktop,100.0,1,Macintosh,1,1.0,1,1.0,1,True,219096830
13.75,27.5,75.0,Chrome,2023-01-07,desktop,66.66666666666666,4,Windows,6,1.5,4,1.0,4,True,219096830
148.0,147.875,50.0,Chrome,2023-01-07,mobile,50.0,8,Android,16,2.0,8,1.0,8,True,219096830
27.33333333333333,41.0,66.66666666666666,Samsung Internet,2023-01-07,mobile,60.0,2,Android,5,1.6666666666666667,3,1.5,2,True,219096830
58.0,29.0,0.0,Chrome,2023-01-07,mobile,33.33333333333333,1,iOS,3,3.0,1,1.0,1,True,219096830
19.571428571428573,34.375,64.28571428571429,Safari,2023-01-07,mobile,63.63636363636363,11,iOS,22,1.5714285714285714,14,1.1666666666666667,12,True,219096830
0.0,0.0,100.0,Chrome,2023-01-08,desktop,100.0,1,Macintosh,1,1.0,1,1.0,1,True,219096830
0.0,0.0,100.0,Safari,2023-01-08,desktop,100.0,1,Macintosh,1,1.0,1,1.0,1,True,219096830
169.4,94.11111111111111,40.0,Chrome,2023-01-08,desktop,35.714285714285715,4,Windows,14,2.8,5,1.0,5,True,219096830
0.0,0.0,100.0,Edge,2023-01-08,desktop,100.0,1,Windows,2,1.0,2,1.0,2,True,219096830
31.0,31.0,0.0,Android Webview,2023-01-08,mobile,50.0,1,Android,2,2.0,1,1.0,1,True,219096830
41.4,29.571428571428573,40.0,Chrome,2023-01-08,mobile,41.66666666666667,4,Android,12,2.4,5,1.0,5,True,219096830
46.0,23.0,0.0,Samsung Internet,2023-01-08,mobile,33.33333333333333,1,Android,3,3.0,1,1.0,1,True,219096830
12.375,14.214285714285714,68.75,Safari,2023-01-08,mobile,53.333333333333336,16,iOS,30,1.875,16,1.0,16,True,219096830
0.0,0.0,100.0,Safari (in-app),2023-01-08,tablet,100.0,1,iOS,1,1.0,1,1.0,1,True,219096830
0.0,0.0,100.0,Chrome,2023-01-09,desktop,100.0,4,Linux,4,1.0,4,1.0,4,True,219096830
521.0,347.3333333333333,50.0,Safari,2023-01-09,desktop,40.0,2,Macintosh,5,2.5,2,1.0,2,True,219096830
267.5833333333333,337.94736842105266,54.16666666666666,Chrome,2023-01-09,desktop,55.81395348837209,14,Windows,43,1.7916666666666667,24,1.3333333333333333,18,True,219096830
67.0,41.875,40.0,Chrome,2023-01-09,mobile,38.46153846153847,4,Android,13,2.6,5,1.25,4,True,219096830
13.0,13.5,50.0,Samsung Internet,2023-01-09,mobile,50.0,0,Android,4,2.0,2,2.0,1,True,219096830
29.0,29.0,0.0,Chrome,2023-01-09,mobile,50.0,1,iOS,2,2.0,1,1.0,1,True,219096830
146.45,162.66666666666666,60.0,Safari,2023-01-09,mobile,52.63157894736842,18,iOS,38,1.9,20,1.0526315789473684,19,True,219096830
0.0,0.0,100.0,Safari (in-app),2023-01-09,mobile,100.0,1,iOS,1,1.0,1,1.0,1,True,219096830
15.0,15.0,0.0,Chrome,2023-01-09,tablet,50.0,1,Android,2,2.0,1,1.0,1,True,219096830
0.0,0.0,100.0,Chrome,2023-01-10,desktop,100.0,9,Macintosh,9,1.0,9,1.0,9,True,219096830
0.0,0.0,100.0,Safari,2023-01-10,desktop,100.0,4,Macintosh,4,1.0,4,1.0,4,True,219096830
171.625,114.41666666666669,25.0,Chrome,2023-01-10,desktop,40.0,6,Windows,20,2.5,8,1.0,8,True,219096830
0.0,0.0,100.0,Edge,2023-01-10,desktop,100.0,1,Windows,1,1.0,1,1.0,1,True,219096830
0.0,0.0,100.0,Firefox,2023-01-10,desktop,100.0,1,Windows,2,1.0,2,1.0,2,True,219096830
5.875,15.666666666666666,75.0,Chrome,2023-01-10,mobile,72.72727272727273,8,Android,11,1.375,8,1.0,8,True,219096830
26.4,26.4,80.0,Samsung Internet,2023-01-10,mobile,50.0,1,Android,10,2.0,5,2.5,2,True,219096830
86.66666666666667,64.75,33.33333333333333,Chrome,2023-01-10,mobile,42.85714285714285,3,iOS,7,2.333333333333333,3,1.0,3,True,219096830
16.23076923076923,21.0,61.53846153846154,Safari,2023-01-10,mobile,56.52173913043478,11,iOS,23,1.7692307692307692,13,1.0833333333333333,12,True,219096830
0.0,0.0,100.0,Chrome,2023-01-11,desktop,100.0,2,(not set),2,1.0,2,1.0,2,True,219096830
0.0,0.0,100.0,Chrome,2023-01-11,desktop,100.0,1,Chrome OS,1,1.0,1,1.0,1,True,219096830
0.0,0.0,100.0,Chrome,2023-01-11,desktop,100.0,1,Linux,1,1.0,1,1.0,1,True,219096830
0.0,0.0,100.0,Chrome,2023-01-11,desktop,100.0,2,Macintosh,2,1.0,2,1.0,2,True,219096830
168.0,139.83333333333334,70.0,Chrome,2023-01-11,desktop,45.45454545454545,7,Windows,22,2.2,10,1.1111111111111112,9,True,219096830
6.5,6.25,50.0,Edge,2023-01-11,desktop,50.0,3,Windows,8,2.0,4,1.0,4,True,219096830
0.0,0.0,100.0,Firefox,2023-01-11,desktop,100.0,2,Windows,2,1.0,2,1.0,2,True,219096830
47.0,23.5,0.0,Android Webview,2023-01-11,mobile,33.33333333333333,1,Android,3,3.0,1,1.0,1,True,219096830
51.0,37.09090909090909,50.0,Chrome,2023-01-11,mobile,42.10526315789473,7,Android,19,2.375,8,1.0,8,True,219096830
19.75,39.5,75.0,Samsung Internet,2023-01-11,mobile,66.66666666666666,4,Android,6,1.5,4,1.0,4,True,219096830
46.0,30.33333333333333,50.0,Chrome,2023-01-11,mobile,40.0,2,iOS,5,2.5,2,1.0,2,True,219096830
125.3,178.92857142857142,55.00000000000001,Safari,2023-01-11,mobile,58.82352941176471,18,iOS,34,1.7,20,1.1111111111111112,18,True,219096830
0.0,0.0,100.0,Safari (in-app),2023-01-11,mobile,100.0,1,iOS,1,1.0,1,1.0,1,True,219096830
9.666666666666666,16.571428571428573,66.66666666666666,Chrome,2023-01-12,desktop,63.1578947368421,8,Windows,19,1.5833333333333333,12,1.0909090909090908,11,True,219096830
87.5,87.5,50.0,Edge,2023-01-12,desktop,50.0,2,Windows,4,2.0,2,1.0,2,True,219096830
370.5,123.33333333333331,50.0,Firefox,2023-01-12,desktop,25.0,1,Windows,8,4.0,2,2.0,1,True,219096830
0.0,0.0,100.0,Internet Explorer,2023-01-12,desktop,100.0,1,Windows,1,1.0,1,1.0,1,True,219096830
179.5,67.34375,58.333333333333336,Chrome,2023-01-12,mobile,27.27272727272727,11,Android,44,3.6666666666666665,12,1.0909090909090908,11,True,219096830
0.0,0.0,100.0,Chrome,2023-01-12,mobile,100.0,1,iOS,2,1.0,2,2.0,1,True,219096830
38.11111111111112,68.5,66.66666666666666,Safari,2023-01-12,mobile,64.28571428571429,16,iOS,28,1.5555555555555556,18,1.0588235294117647,17,True,219096830
0.0,0.0,100.0,Chrome,2023-01-13,desktop,100.0,1,Chrome OS,2,1.0,2,1.0,2,True,219096830
0.0,0.0,100.0,Chrome,2023-01-13,desktop,100.0,1,Macintosh,1,1.0,1,1.0,1,True,219096830
51.0,25.5,0.0,Edge,2023-01-13,desktop,33.33333333333333,1,Macintosh,3,3.0,1,1.0,1,True,219096830
141.14285714285714,247.0,57.14285714285714,Chrome,2023-01-13,desktop,63.63636363636363,6,Windows,11,1.5714285714285714,7,1.0,7,True,219096830
7.8,39.0,80.0,Chrome,2023-01-13,mobile,83.33333333333334,4,Android,6,1.2,5,1.25,4,True,219096830
0.0,0.0,100.0,Samsung Internet,2023-01-13,mobile,100.0,1,Android,1,1.0,1,1.0,1,True,219096830
15.6,19.5,60.0,Chrome,2023-01-13,mobile,55.55555555555556,4,iOS,9,1.8,5,1.25,4,True,219096830
28.33333333333333,26.153846153846157,50.0,Safari,2023-01-13,mobile,48.0,9,iOS,25,2.083333333333333,12,1.0909090909090908,11,True,219096830
0.0,0.0,100.0,Opera,2023-01-13,tablet,100.0,1,Android,1,1.0,1,1.0,1,True,219096830
0.0,0.0,100.0,Safari,2023-01-13,tablet,100.0,1,iOS,1,1.0,1,1.0,1,True,219096830
12.833333333333334,38.5,83.33333333333334,Chrome,2023-01-14,desktop,75.0,5,Windows,8,1.3333333333333333,6,1.0,6,True,219096830
35.4,59.0,70.0,Chrome,2023-01-14,mobile,62.5,8,Android,16,1.6,10,1.1111111111111112,9,True,219096830
12.0,9.6,25.0,Samsung Internet,2023-01-14,mobile,44.44444444444444,2,Android,9,2.25,4,2.0,2,True,219096830
465.7142857142857,465.4285714285714,57.14285714285714,Chrome,2023-01-14,mobile,50.0,4,iOS,14,2.0,7,1.4,5,True,219096830
82.84615384615384,269.25,69.23076923076923,Safari,2023-01-14,mobile,76.47058823529412,9,iOS,17,1.3076923076923077,13,1.0833333333333333,12,True,219096830
0.0,0.0,100.0,Safari (in-app),2023-01-14,mobile,100.0,2,iOS,2,1.0,2,1.0,2,True,219096830
67.25,53.8,25.0,Safari,2023-01-15,desktop,44.44444444444444,3,Macintosh,9,2.25,4,1.3333333333333333,3,True,219096830
170.0,340.0,75.0,Chrome,2023-01-15,desktop,66.66666666666666,4,Windows,6,1.5,4,1.0,4,True,219096830
72.0,36.5,0.0,Edge,2023-01-15,desktop,33.33333333333333,1,Windows,3,3.0,1,1.0,1,True,219096830
17.0,17.0,0.0,Firefox,2023-01-15,desktop,50.0,1,Windows,2,2.0,1,1.0,1,True,219096830
90.1818181818182,82.91666666666667,63.63636363636363,Chrome,2023-01-15,mobile,47.82608695652174,11,Android,23,2.090909090909091,11,1.0,11,True,219096830
0.0,0.0,100.0,Samsung Internet,2023-01-15,mobile,100.0,1,Android,1,1.0,1,1.0,1,True,219096830
240.08333333333331,102.82142857142856,33.33333333333333,Safari,2023-01-15,mobile,30.0,12,iOS,40,3.333333333333333,12,1.0,12,True,219096830
0.0,0.0,100.0,Chrome,2023-01-16,desktop,100.0,2,Macintosh,2,1.0,2,1.0,2,True,219096830
9.333333333333334,19.0,66.66666666666666,Safari,2023-01-16,desktop,66.66666666666666,3,Macintosh,9,1.5,6,1.5,4,True,219096830
14.545454545454543,26.666666666666668,63.63636363636363,Chrome,2023-01-16,desktop,64.70588235294117,11,Windows,17,1.5454545454545454,11,1.0,11,True,219096830
69.8,49.71428571428572,60.0,Chrome,2023-01-16,mobile,41.66666666666667,2,Android,12,2.4,5,1.0,5,True,219096830
41.0,20.5,0.0,Samsung Internet,2023-01-16,mobile,33.33333333333333,1,Android,3,3.0,1,1.0,1,True,219096830
68.1,45.5,40.0,Safari,2023-01-16,mobile,40.0,18,iOS,50,2.5,20,1.0526315789473684,19,True,219096830
0.0,0.0,100.0,Safari (in-app),2023-01-16,mobile,100.0,1,iOS,1,1.0,1,1.0,1,True,219096830
0.0,0.0,100.0,Chrome,2023-01-17,desktop,100.0,1,(not set),1,1.0,1,1.0,1,True,219096830
111.0,55.5,0.0,Safari,2023-01-17,desktop,33.33333333333333,0,Macintosh,3,3.0,1,1.0,1,True,219096830
44.85714285714285,62.8,71.42857142857143,Chrome,2023-01-17,desktop,58.333333333333336,7,Windows,12,1.7142857142857142,7,1.0,7,True,219096830
21.73333333333333,54.333333333333336,66.66666666666666,Chrome,2023-01-17,mobile,71.42857142857143,11,Android,21,1.4,15,1.1538461538461535,13,True,219096830
10.333333333333334,31.0,66.66666666666666,Chrome,2023-01-17,mobile,75.0,2,iOS,4,1.3333333333333333,3,1.5,2,True,219096830
31.944444444444443,23.875,50.0,Safari,2023-01-17,mobile,42.85714285714285,16,iOS,42,2.333333333333333,18,1.0,18,True,219096830
0.0,0.0,100.0,Android Webview,2023-01-17,tablet,100.0,1,Android,1,1.0,1,1.0,1,True,219096830
0.0,0.0,100.0,Chrome,2023-01-18,desktop,100.0,1,(not set),1,1.0,1,1.0,1,True,219096830
0.0,0.0,100.0,Chrome,2023-01-18,desktop,100.0,2,Chrome OS,2,1.0,2,1.0,2,True,219096830
480.4,343.0,40.0,Chrome,2023-01-18,desktop,41.66666666666667,2,Macintosh,12,2.4,5,2.5,2,True,219096830
0.0,0.0,100.0,Safari,2023-01-18,desktop,100.0,2,Macintosh,2,1.0,2,1.0,2,True,219096830
76.13333333333334,54.333333333333336,46.66666666666666,Chrome,2023-01-18,desktop,41.66666666666667,13,Windows,36,2.4,15,1.0714285714285714,14,True,219096830
0.0,0.0,100.0,Edge,2023-01-18,desktop,100.0,1,Windows,1,1.0,1,1.0,1,True,219096830
58.9,147.25,70.0,Chrome,2023-01-18,mobile,71.42857142857143,10,Android,14,1.4,10,1.0,10,True,219096830
732.3333333333334,549.0,33.33333333333333,Samsung Internet,2023-01-18,mobile,42.85714285714285,3,Android,7,2.333333333333333,3,1.0,3,True,219096830
48.0,24.0,0.0,Chrome,2023-01-18,mobile,33.33333333333333,1,iOS,3,3.0,1,1.0,1,True,219096830
113.23076923076924,163.44444444444446,61.53846153846154,Safari,2023-01-18,mobile,59.09090909090909,13,iOS,22,1.6923076923076923,13,1.0,13,True,219096830
0.0,0.0,100.0,Chrome,2023-01-18,tablet,100.0,1,iOS,2,1.0,2,2.0,1,True,219096830
0.0,0.0,100.0,Chrome,2023-01-19,desktop,100.0,1,Linux,1,1.0,1,1.0,1,True,219096830
58.73333333333333,73.41666666666667,66.66666666666666,Chrome,2023-01-19,desktop,55.55555555555556,13,Macintosh,27,1.8,15,1.1538461538461535,13,True,219096830
109.0,72.66666666666667,50.0,Edge,2023-01-19,desktop,40.0,1,Macintosh,5,2.5,2,2.0,1,True,219096830
82.5,165.0,50.0,Safari,2023-01-19,desktop,66.66666666666666,2,Macintosh,3,1.5,2,1.0,2,True,219096830
60.81818181818182,55.75,45.45454545454545,Chrome,2023-01-19,desktop,47.82608695652174,8,Windows,23,2.090909090909091,11,1.1,10,True,219096830
0.0,0.0,100.0,Android Webview,2023-01-19,mobile,100.0,1,Android,1,1.0,1,1.0,1,True,219096830
2.6,6.5,60.0,Chrome,2023-01-19,mobile,71.42857142857143,3,Android,7,1.4,5,1.0,5,True,219096830
189.5,94.875,50.0,Samsung Internet,2023-01-19,mobile,33.33333333333333,4,Android,12,3.0,4,1.0,4,True,219096830
104.55,77.48148148148148,60.0,Safari,2023-01-19,mobile,42.5531914893617,16,iOS,47,2.35,20,1.1111111111111112,18,True,219096830
172.0,172.0,0.0,Safari (in-app),2023-01-19,mobile,50.0,1,iOS,2,2.0,1,1.0,1,True,219096830
0.0,0.0,100.0,Chrome,2023-01-20,desktop,100.0,1,Macintosh,1,1.0,1,1.0,1,True,219096830
2343.0,130.13888888888889,0.0,Safari,2023-01-20,desktop,5.263157894736842,2,Macintosh,38,19.0,2,1.0,2,True,219096830
148.57142857142858,74.28571428571429,42.85714285714285,Chrome,2023-01-20,desktop,33.33333333333333,2,Windows,21,3.0,7,1.75,4,True,219096830
2.0,4.0,50.0,Firefox,2023-01-20,desktop,66.66666666666666,1,Windows,3,1.5,2,1.0,2,True,219096830
43.42857142857143,30.5,28.57142857142857,Chrome,2023-01-20,mobile,41.17647058823529,6,Android,17,2.4285714285714284,7,1.1666666666666667,6,True,219096830
76.33333333333333,45.8,33.33333333333333,Chrome,2023-01-20,mobile,37.5,3,iOS,8,2.6666666666666665,3,1.0,3,True,219096830
69.13636363636364,76.1,50.0,Safari,2023-01-20,mobile,52.38095238095239,20,iOS,42,1.9090909090909087,22,1.1,20,True,219096830
19.0,19.0,0.0,Safari,2023-01-21,desktop,50.0,1,Macintosh,2,2.0,1,1.0,1,True,219096830
0.0,0.0,100.0,Chrome,2023-01-21,desktop,100.0,1,Windows,1,1.0,1,1.0,1,True,219096830
12.066666666666666,15.083333333333334,46.66666666666666,Chrome,2023-01-21,mobile,55.55555555555556,13,Android,27,1.8,15,1.1538461538461535,13,True,219096830
0.0,0.0,100.0,Opera,2023-01-21,mobile,100.0,1,Android,1,1.0,1,1.0,1,True,219096830
630.6666666666666,315.5,66.66666666666666,Samsung Internet,2023-01-21,mobile,33.33333333333333,1,Android,9,3.0,3,1.5,2,True,219096830
310.5,88.71428571428571,0.0,Chrome,2023-01-21,mobile,22.22222222222222,2,iOS,9,4.5,2,1.0,2,True,219096830
50.13333333333333,46.9375,66.66666666666666,Safari,2023-01-21,mobile,48.38709677419355,9,iOS,31,2.066666666666667,15,1.3636363636363635,11,True,219096830
0.0,0.0,100.0,Chrome,2023-01-21,tablet,100.0,1,Android,2,1.0,2,2.0,1,True,219096830
231.5,51.44444444444444,50.0,Chrome,2023-01-22,desktop,18.181818181818183,2,Macintosh,11,5.5,2,1.0,2,True,219096830
0.0,0.0,100.0,Safari,2023-01-22,desktop,100.0,1,Macintosh,1,1.0,1,1.0,1,True,219096830
0.0,0.0,100.0,Chrome,2023-01-22,desktop,100.0,1,Windows,2,1.0,2,1.0,2,True,219096830
6.5,13.333333333333334,83.33333333333334,Chrome,2023-01-22,mobile,66.66666666666666,6,Android,9,1.5,6,1.0,6,True,219096830
19.0,22.08333333333333,64.28571428571429,Safari,2023-01-22,mobile,53.84615384615385,13,iOS,26,1.8571428571428568,14,1.0,14,True,219096830
0.0,0.0,100.0,Safari,2023-01-22,tablet,100.0,1,iOS,1,1.0,1,1.0,1,True,219096830
1136.5,252.77777777777777,50.0,Chrome,2023-01-23,desktop,18.181818181818183,2,Macintosh,11,5.5,2,1.0,2,True,219096830
38.5,77.0,50.0,Safari,2023-01-23,desktop,66.66666666666666,2,Macintosh,3,1.5,2,1.0,2,True,219096830
80.29411764705883,124.0909090909091,58.82352941176471,Chrome,2023-01-23,desktop,60.71428571428571,11,Windows,28,1.6470588235294117,17,1.0,17,True,219096830
54.44444444444444,81.5,66.66666666666666,Chrome,2023-01-23,mobile,60.0,6,Android,15,1.6666666666666667,9,1.125,8,True,219096830
0.0,0.0,100.0,Samsung Internet,2023-01-23,mobile,100.0,1,Android,1,1.0,1,1.0,1,True,219096830
19.0,25.33333333333333,50.0,Chrome,2023-01-23,mobile,57.14285714285714,4,iOS,7,1.75,4,1.0,4,True,219096830
46.42857142857143,32.5,28.57142857142857,Safari,2023-01-23,mobile,41.17647058823529,13,iOS,34,2.4285714285714284,14,1.0769230769230769,13,True,219096830
0.0,0.0,100.0,Chrome,2023-01-23,mobile,100.0,1,Windows,1,1.0,1,1.0,1,True,219096830
0.0,0.0,100.0,Chrome,2023-01-24,desktop,100.0,1,(not set),1,1.0,1,1.0,1,True,219096830
0.0,0.0,100.0,Chrome,2023-01-24,desktop,100.0,1,Macintosh,1,1.0,1,1.0,1,True,219096830
40.0,20.0,0.0,Safari,2023-01-24,desktop,33.33333333333333,1,Macintosh,3,3.0,1,1.0,1,True,219096830
426.5,160.0,33.33333333333333,Chrome,2023-01-24,desktop,27.27272727272727,6,Windows,22,3.6666666666666665,6,1.0,6,True,219096830
35.0,17.5,0.0,Edge,2023-01-24,desktop,33.33333333333333,1,Windows,3,3.0,1,1.0,1,True,219096830
8.5,8.5,50.0,Firefox,2023-01-24,desktop,50.0,1,Windows,4,2.0,2,2.0,1,True,219096830
1.6,8.0,80.0,Chrome,2023-01-24,mobile,83.33333333333334,5,Android,6,1.2,5,1.0,5,True,219096830
0.5,1.0,50.0,Samsung Internet,2023-01-24,mobile,66.66666666666666,1,Android,3,1.5,2,1.0,2,True,219096830
19.0,19.0,0.0,Chrome,2023-01-24,mobile,50.0,1,iOS,2,2.0,1,1.0,1,True,219096830
108.94736842105264,98.52380952380952,42.10526315789473,Safari,2023-01-24,mobile,47.5,18,iOS,40,2.1052631578947367,19,1.0555555555555556,18,True,219096830
0.0,0.0,100.0,Safari (in-app),2023-01-24,mobile,100.0,1,iOS,1,1.0,1,1.0,1,True,219096830
0.0,0.0,100.0,Chrome,2023-01-25,desktop,100.0,3,(not set),3,1.0,3,1.0,3,True,219096830
0.0,0.0,100.0,Chrome,2023-01-25,desktop,100.0,1,Linux,1,1.0,1,1.0,1,True,219096830
163.5,81.5,0.0,Chrome,2023-01-25,desktop,33.33333333333333,2,Macintosh,6,3.0,2,1.0,2,True,219096830
